title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
IfcLLM: Natural Language Querying of IFC Models through Complementary Relational and Graph Representations,2026-05-13T09:24:51Z,arXiv,cs.CL,https://doi.org/10.48550/arxiv.2605.13236,https://arxiv.org/abs/2605.13236v2,https://arxiv.org/pdf/2605.13236v2,53,digital twin; IFC; ifc model; ifc models; industry foundation class; industry foundation classes,提出IfcLLM框架，通过结合关系型与图表示两种互补数据形式，利用大语言模型代理的迭代重试与优化推理，分别处理属性检索与空间推理查询。在三个IFC模型上的30个查询场景中，首次回答准确率达93.3%至100%，且所有失败查询均通过备用机制解决。
A Hybrid Framework for Natural Language Querying of IFC Models with Relational and Graph Representations,2026-05-13,OpenAlex,ArXiv.org,,https://openalex.org/W7161353867,https://arxiv.org/pdf/2605.13236,99,BIM; bim model; bim models; building information model; building information modeling; IFC; ifc model; ifc models; ifc-based; industry foundation class; industry foundation classes,提出IfcLLM混合框架，将IFC模型转化为关系表示（结构化属性与几何）和图表示（拓扑关系），通过迭代重试与精炼的大语言模型推理实现自然语言查询。在三个IFC模型上基于30个场景的评估显示，首次查询准确率达93.3%-100%，且所有失败均通过备用LLM恢复。
IMPACT OF INFORMATION FLOW ON BUDGETING AND PROJECT COORDINATION WITH BIM,2026-05-13,OpenAlex,Veredas do Direito Direito Ambiental e Desenvolvimento Sustentável,https://doi.org/10.18623/rvd.v23.5599,https://doi.org/10.18623/rvd.v23.5599,https://revista.domhelder.edu.br/index.php/veredas/article/download/5599/27977,60,BIM; building information model; building information modeling; digital twin; IFC; industry foundation class; industry foundation classes,本研究采用定性与探索性方法结合计算机模拟，分析精益信息管理与信息需求层级框架，通过IFC标准对比传统非结构化工作流与优化场景。结果表明，标准化信息流显著减少返工、消除信息浪费并提升5D BIM工程量准确性，为数字孪生与AI驱动工作流奠定数据基础。
"An Integrated Quality Assurance, Quality Control, and Geotechnical Compliance Framework for Large-Scale Urban Infrastructure Projects",2026-05-13,OpenAlex,Saudi Journal of Engineering and Technology,https://doi.org/10.36348/sjet.2026.v11i05.004,https://doi.org/10.36348/sjet.2026.v11i05.004,https://saudijournals.com/media/articles/SJEAT_115_409-419.pdf,8,BIM; digital twin,提出一种面向城市大型基础设施的数字孪生与Geo-BIM集成框架，通过统一管理岩土勘察、监测传感器、质量保证与质量控制数据，并引入岩土合规指数模型，实现施工质量的持续监控与自动化合规评估。
"Дигитална трансформација у грађевинарству: улога вештачке интелигенције и савремених технологија у унапређењу продуктивности кроз пројектовање, извођење и одржавање објеката",2026-05-12,OpenAlex,Zbornik radova Fakulteta tehničkih nauka u Novom Sadu,https://doi.org/10.24867/35cg06ikanovic,https://doi.org/10.24867/35cg06ikanovic,https://zbornik.ftn.uns.ac.rs/index.php/zbornik/article/download/4333/3904,30,BIM; building information model; building information modeling; digital twin,分析建筑信息模型（BIM）、人工智能、物联网和数字孪生等现代技术在建筑全生命周期中的应用，探讨这些技术如何提升协作效率、优化资源并降低成本。
Near term new thinking,2026-05-12,OpenAlex,,https://doi.org/10.1108/978-1-83662-850-720261009,https://doi.org/10.1108/978-1-83662-850-720261009,,8,BIM; digital twin,该章节探讨了建筑环境可持续转型的新兴机遇，重点分析了循环经济策略、适应性再利用、材料护照及可拆卸设计，并研究了BIM、数字孪生等数字技术与低碳材料的整合应用，倡导通过前瞻性实践实现建筑环境的主动适应与再生发展。
A BIM-based framework for automated building code extraction and compliance checking,2026-05-11,OpenAlex,Advanced Engineering Informatics,https://doi.org/10.1016/j.aei.2026.104735,https://doi.org/10.1016/j.aei.2026.104735,https://doi.org/10.1016/j.aei.2026.104735,74,BIM; bim model; bim models; bim-based; building information model; building information modeling; IFC; ifc model; ifc models,提出一种基于BIM的自动化建筑规范提取与合规检查框架，利用NISO标准标签集和ISOProps本体从机器不可读的规范中自动生成SHACL验证规则，并基于IFC模型对实际建筑法规进行合规验证，显著减少了手动规则建模工作量，提升了合规检查的可维护性和可扩展性。
SABER-BIM: A Component-Level Adaptive Lightweighting Framework for Digital Twin BIM Models,2026-05-09,OpenAlex,Sensors,https://doi.org/10.3390/s26102990,https://doi.org/10.3390/s26102990,https://www.mdpi.com/1424-8220/26/10/2990/pdf?version=1778324611,80,BIM; bim model; bim models; building information model; building information modeling; digital twin; IFC; industry foundation class; industry foundation classes,提出语义-几何协同的自适应预算分配与简化框架SABER-BIM，将数字孪生BIM模型轻量化转化为基于IFC类型和几何描述符的组件级面预算分配问题，通过离线伪真值搜索实现工程容差约束下的最优简化。
"Decision-Making Framework for Building Assemblies Using nD BIM: Integration of Time, Cost, and Environmental Criteria",2026-05-09,OpenAlex,Buildings,https://doi.org/10.3390/buildings16101882,https://doi.org/10.3390/buildings16101882,https://doi.org/10.3390/buildings16101882,29,BIM; bim model; bim models; bim-based,提出一种基于nD BIM的建筑围护结构决策框架，集成时间、成本和环境标准，通过案例研究中的4D/5D模型与生命周期评价方法，实现设计方案的透明比较与权衡分析，提升决策质量并降低不确定性。
An Open Standard Methodology for BIM-CMMS Integration: Enhancing Facility Operations Through IFC-Based Data Enrichment,2026-05-08,OpenAlex,Applied Sciences,https://doi.org/10.3390/app16104642,https://doi.org/10.3390/app16104642,https://www.mdpi.com/2076-3417/16/10/4642/pdf?version=1778240139,114,BIM; bim model; bim models; building information model; building information modeling; IFC; ifc file; ifc files; ifc model; ifc models; ifc-based; industry foundation class; industry foundation classes,提出一种基于IFC扩展与FM数据增强的BIM-CMMS集成方法，利用开源IfcOpenShell库将资产状态、关键性及维护计划等自定义属性集注入IFC实体，通过两栋住宅案例验证了该开放标准工作流在生成资产信息模型及自动创建资产数据库方面的可行性。
"An Automated Construction Learning Factory: Driving Digital Design, Additive Manufacturing, and Robotic Assembly with IFC",2026-05-08,OpenAlex,International Journal of Industrialized Construction,https://doi.org/10.29173/ijic346,https://doi.org/10.29173/ijic346,https://journalofindustrializedconstruction.com/index.php/jic/article/download/346/283,65,BIM; building information model; building information modeling; IFC; ifc model; industry foundation class; industry foundation classes,提出并评估了一个通过工业基础类（IFC）数据交换连接设计、增材制造、运输和组装的集成框架，在1:50比例的施工学习工厂中实现毫米级精度的自动化操作。该框架展示了标准化BIM数据如何驱动跨流程协调自动化，并验证了开放格式数据交换在施工自动化中的基础能力。
AI-enhanced data workflows for road infrastructure BIM: a Python–VPL framework enabling 4D–7D integration,2026-05-08,OpenAlex,Environmental engineering,https://doi.org/10.3846/enviro.2026.2251,https://doi.org/10.3846/enviro.2026.2251,https://conferences.vilniustech.lt/index.php/ENVIRO/article/download/2251/1958,38,BIM; building information model; building information modelling; digital twin; IFC,提出一种基于AI的BIM工作流，通过Python脚本与视觉编程语言Dynamo集成，实现道路基础设施4D至7D的多维信息管理。该方法在郊区道路交叉口与液压下穿道案例中验证，导出IFC 4.3格式模型，显著提升自动化水平、减少人为错误并缩短工期。
Automated bridge damage mapping from UAV imagery slicing with BIM-based enrichment,2026-05-07,OpenAlex,Engineering Structures,https://doi.org/10.1016/j.engstruct.2026.122909,https://doi.org/10.1016/j.engstruct.2026.122909,https://doi.org/10.1016/j.engstruct.2026.122909,60,BIM; bim-based; IFC; ifc model; ifc models; industry foundation class; industry foundation classes,提出基于无人机影像与桥梁信息模型（BrIM）的自动化损伤检测流程，采用YOLOv11x-seg和切片辅助超推理保留高分辨率细节，通过混合分割识别损伤。损伤经多视角光线投射映射至三维网格，量化后嵌入IFC模型，在三座葡萄牙铁路桥上验证了可扩展的损伤状态BrIM，支持预测性维护。
Automated hazard identification and energy-based risk assessment for tower crane lifting operations using RTK-GNSS positioning and tracking,2026-05-06,OpenAlex,Journal of Information Technology in Construction,https://doi.org/10.36680/j.itcon.2026.026,https://doi.org/10.36680/j.itcon.2026.026,https://doi.org/10.36680/j.itcon.2026.026,35,IFC; ifc model; industry foundation class; industry foundation classes,提出一种基于RTK-GNSS定位追踪的塔吊起重作业自动化危险识别与能量风险评估方法，通过分析小车速度和垂直位移检测起重阶段并估算荷载重量，结合IFC模型匹配实际与计划位置，利用能量计算评估工人进入危险摆动区域时的事故强度。
BIM Digital Twins and Generative Artificial Intelligence for Risk and Carbon-Aware Construction Management,2026-05-06,OpenAlex,,https://doi.org/10.1109/icetsis68266.2026.11548894,https://doi.org/10.1109/icetsis68266.2026.11548894,,35,BIM; building information model; building information modelling; digital twin,"提出集成BIM、数字孪生、能耗筛查与概率控制的工作流，平衡施工风险与碳性能。基于ENB2012数据集训练代理模型，经40,000次模拟验证，高数字成熟度可降低进度延误与成本超支，并保留围护结构升级的碳效益。"
BIM Information Extraction Through LLM-based Adaptive Exploration,2026-05-03T03:40:29Z,arXiv,cs.CL,https://doi.org/10.48550/arxiv.2605.01698,https://arxiv.org/abs/2605.01698v1,https://arxiv.org/pdf/2605.01698v1,43,BIM; bim model; bim models; IFC; ifc model; ifc models,本研究提出基于大语言模型的自适应探索范式，通过让智能体在运行时迭代执行代码来动态发现建筑信息模型（BIM）结构，而非假设固定数据组织。在包含37个IFC模型、1027个任务的基准测试中，该方法在所有配置下均显著优于静态查询生成，证明BIM异构性需通过范式层面解决。
DIGITAL MODELING OF TRANSPORT INFRASTRUCTURE,2026-05-02,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.19983923,https://doi.org/10.5281/zenodo.19983923,https://doi.org/10.5281/zenodo.19983923,30,BIM; building information model; building information modeling; digital twin,针对交通基础设施的数字建模，探讨了建筑信息模型（BIM）、数字孪生和地理信息系统（GIS）作为规划、监测和维护运输网络工具的应用方法。
Landslide Risk Assessment and Prevention,2026-05-02,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.20642647,https://doi.org/10.5281/zenodo.20642647,https://doi.org/10.5281/zenodo.20642647,30,BIM; building information model; building information modeling; digital twin,该论文综述了滑坡风险评估与预防技术，包括分类、触发因素、稳定性分析及监测系统，并探讨了BIM、数字孪生等现代技术在地质灾害管理中的集成应用。
